symbol,most_recent_quarter,shares_outstanding,payout_ratio,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue_per_share,quarterly_revenue_growth,ebitda,diluted_eps,quarterly_earnings_growth,total_cash_per_share,total_debt_to_equity,current_ratio,operating_cash_flow
IFN,2020-06-29,26900000.0,-999.0,0.0,0.042,0.0004,-0.1823999999999999,0.3,-0.292,-999.0,-3.78,-999.0,0.17,-999.0,4.33,-999.0
SPI,2020-06-29,23710000.0,0.0,-0.0454,-0.0796,-0.0279,-6.3306,7.1,0.133,-5680000.0,-0.32,-999.0,0.22,31572.06,0.35,-999.0
LKCO,2020-06-29,317850000.0,0.0,-1.9551,-1.6767,-0.2037999999999999,-0.7116,0.1,0.2769999999999999,-28280000.0,-0.193,-999.0,0.0,63.45,0.38,-17150000.0
RQI,2020-06-29,134240000.0,-999.0,-2.6910000000000003,0.6854,0.0134,-0.1106,0.48,0.033,-999.0,-1.29,-999.0,0.02,32.01,3.39,-277090000.0
TSI,2020-06-29,47750000.0,0.6878,0.5289,0.8593000000000001,0.0344,0.0349,0.38,0.003,-999.0,0.2,-0.82,0.0,1.99,0.29,-999.0
GGT,2020-06-29,25100000.0,-999.0,-2.9277,0.4416,0.0062,-0.0657,0.23,-0.307,-999.0,-0.86,-999.0,0.0,-999.0,0.75,-999.0
GGN,2020-06-29,164910000.0,5.4545,2.01,0.1047,0.0008,0.0265,0.06,-0.174,-999.0,0.09,-999.0,0.0,-999.0,0.14,-999.0
AEF,2020-06-29,50750000.0,-999.0,0.0,0.6620999999999999,0.0132,-0.1261,0.27,-0.48,-999.0,-0.97,-999.0,0.01,11.32,0.06,-999.0
RNP,2020-06-29,47580000.0,-999.0,-0.4321,0.8157,0.0219,-0.0249,1.28,-0.071,-999.0,-0.55,-999.0,0.01,34.67,0.06,73440000.0
CLEU,2020-06-29,6330000.0,0.0,0.0388,0.0382,0.0147,0.0298,1.09,0.208,-999.0,-999.0,-999.0,0.98,-999.0,5.4,-999.0
OSN,2020-06-29,6600000.0,0.0,0.0832,0.1271,0.0547,0.0913,19.5,-0.157,16920000.0,1.623,-0.067,0.22,27.63,3.9,17380000.0
TAOP,2020-06-29,8490000.0,0.0,-0.904,-0.908,-0.1611,-0.8183,1.49,-0.472,-6510000.0,-1.39,-999.0,0.04,92.97,0.59,-2090000.0
TANH,2020-06-29,35890000.0,0.0,-0.1133,0.0113999999999999,0.0031,-0.0984999999999999,1.77,0.093,1470000.0,-0.201,0.841,0.53,9.57,3.76,5770000.0
SPCB,2020-06-29,18790000.0,0.0,-0.9855,-0.6973,-0.1168,-0.8533,0.74,-0.4,-4960000.0,-0.726,-999.0,0.04,224.9,1.59,-4830000.0
RFI,2020-06-29,26210000.0,-999.0,-1.0131,0.7120000000000001,0.0137,-0.0314,0.4,-0.059,-999.0,-0.4,-999.0,0.01,-999.0,3.69,-999.0
BSL,2020-06-29,15290000.0,-999.0,-0.645,0.8332999999999999,0.0369,-0.0723,1.79,-0.185,-999.0,-1.15,-999.0,0.65,49.07,0.23,46870000.0
PLL,2020-06-29,13850000.0,0.0,0.0,0.0,-0.2355999999999999,-0.3956,-999.0,-999.0,-6480000.0,-1.0,-999.0,1.63,10.76,11.1,-6980000.0
LLIT,2020-06-29,3470000.0,0.0,0.0,-5.8015,-0.2927,-1.4266,0.18,0.4,-2050000.0,-1.05,-999.0,1.86,48.04,2.42,-2290000.0
KDNY,2020-06-29,42160000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-24700000.0,-999.0,-999.0,1.6,-999.0,3.17,-16190000.000000002
BME,2020-06-29,11520000.0,0.4734,10.6962,0.102,0.0007,0.1259,0.45,0.076,-999.0,4.77,-0.701,0.0,0.0,0.13,-15870000.0
LXEH,2020-06-29,13330000.0,0.0,0.247,0.0,-999.0,-999.0,-999.0,0.031,-999.0,-999.0,-0.249,-999.0,21.08,0.45,-999.0
KBSF,2020-06-29,2590000.0,0.0,-0.3228,-0.4039999999999999,-0.0507,-0.0729,4.6,-0.49,-4210000.0,-1.484,-999.0,6.32,2.11,4.27,-4500000.0
JTA,2020-06-29,13850000.0,-999.0,0.0,0.7512000000000001,0.0184,-0.2012999999999999,0.62,-0.289,-999.0,-2.13,-999.0,-999.0,47.03,0.08,31900000.0
BXMX,2020-06-29,104090000.0,-999.0,-0.0398,0.5337,0.0064,-0.0008,0.26,-0.156,-999.0,-0.01,-999.0,0.0,-999.0,1.09,-999.0
ANPC,2020-06-29,11200000.0,0.0,0.0,0.0,-999.0,-999.0,-999.0,0.034,-999.0,-999.0,-999.0,-999.0,24.42,0.94,-999.0
TLSA,2020-06-29,97310000.0,0.0,0.0,0.0,-0.8238,-8.049900000000001,-999.0,-999.0,-999.0,-0.136,-999.0,-999.0,17.85,1.86,-999.0
GAB,2020-06-29,259700000.0,-999.0,0.0,0.4109,0.0046999999999999,-0.0891,0.12,-0.129,-999.0,-0.69,-999.0,0.0,-999.0,2.02,-999.0
CLWT,2020-06-29,5150000.0,0.0,0.0701,-0.0476999999999999,-0.0219,0.0605999999999999,2.78,-0.351,-999.0,0.195,-999.0,0.97,1.96,2.13,-999.0
CCRC,2020-06-29,18330000.0,0.0,0.0928,0.0876,0.1156,0.2769999999999999,10.82,0.3339999999999999,20330000.0,1.002,1.064,1.56,16.97,3.36,14420000.0
KXIN,2020-06-29,65129999.99999999,0.0,-0.6683,-0.3447,-0.3094,-2.0767,3.39,-0.833,-56200000.0,-2.276,-999.0,0.02,870.57,1.01,-999.0
DOGZ,2020-06-29,20300000.0,0.0,-0.4403,-0.314,-0.0567999999999999,-0.1518,0.74,-0.425,-3750000.0,-0.33,-999.0,0.18,12.84,1.08,-2210000.0
GF,2020-06-29,15730000.0,0.0641,15.5195,-0.3267,-0.0016,0.1252,0.14,-0.66,-999.0,2.16,-0.935,0.11,7.82,1.03,-999.0
JFU,2020-06-29,195190000.0,0.0,-1.1899,0.0,-0.2673999999999999,-0.507,-999.0,-0.595,-999.0,-999.0,-999.0,-999.0,1.78,4.2,-999.0
TOPS,2020-06-29,39830000.0,0.0,-0.2469,0.2613,0.0263,-0.1278,18.41,0.094,32310000.000000004,-6.343,-999.0,0.17,198.76,0.28,9010000.0
GCV,2020-06-29,18820000.0,0.6667000000000001,2.6442,0.4353,0.0069999999999999,0.0678,0.18,0.0409999999999999,-999.0,0.44,-999.0,0.0,-999.0,1.59,-999.0
FAM,2020-06-29,10140000.0,94.5,0.0115,0.7655,0.0259,0.0009,0.87,-0.233,-999.0,0.01,-999.0,0.32,37.92,0.19,22470000.0
MSD,2020-06-29,20390000.0,-999.0,-0.327,0.7905,0.0269,-0.0184,0.57,-0.209,-999.0,-0.19,-999.0,0.0,1.27,1.08,-999.0
JTD,2020-06-29,14480000.0,-999.0,-1.9984,0.7064,0.0156,-0.1042,0.81,-0.14,-999.0,-1.62,-999.0,-999.0,46.51,2.25,33680000.0
ANTE,2020-06-29,17800000.0,0.0,-1.2551,-1.1184,-0.1578,-999.0,2.02,-0.052,-27610000.0,-2.533,-999.0,0.12,-999.0,0.34,-999.0
GHVIW,2020-07-23,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.03,7288.63,-999.0,-999.0
GHVIU,2020-07-23,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.03,7288.63,-999.0,-999.0
GHVI,2020-07-23,34500000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.03,7288.63,-999.0,-999.0
BTT,2020-07-30,70510000.0,0.5129,1.1023,0.8702,0.0178,0.0562,1.32,0.003,-999.0,1.46,-0.989,-999.0,54.53,0.09,52760000.0
MYI,2020-07-30,68150000.0,0.7120000000000001,0.8743000000000001,0.8101,0.0184,0.0507,0.87,-0.048,-999.0,0.76,-999.0,-999.0,57.58,0.08,47720000.0
HPF,2020-07-30,21370000.0,-999.0,-0.7865000000000001,0.8693000000000001,0.0338,-0.0745,1.85,-0.054,-999.0,-1.46,-999.0,-999.0,49.84,32.72,76200000.0
MYJ,2020-07-30,24160000.0,1.3444,0.5075,0.8639,0.0219,0.0338,1.07,-0.04,-999.0,0.54,-999.0,-999.0,64.97,0.07,9790000.0
HPS,2020-07-30,31700000.0,-999.0,-0.7228,0.8719,0.0342,-0.0686,1.66,-0.047,-999.0,-1.2,-999.0,0.0,49.05,23.45,99100000.0
PCN,2020-07-30,40030000.0,-999.0,-0.5068,0.921,0.0444,-0.0536,1.52,0.032,-999.0,-0.78,-999.0,0.06,31.37,0.3,49470000.0
PFL,2020-07-30,32280000.0,-999.0,-0.4458,0.8969,0.0438999999999999,-0.0451,1.12,0.214,-999.0,-0.54,-999.0,0.04,26.41,0.31,-20800000.0
NSL,2020-07-30,38610000.0,-999.0,-1.1266,0.8441,0.0294,-0.1043999999999999,0.56,-0.179,-999.0,-0.63,-999.0,0.09,56.06,0.11,57460000.0
MYC,2020-07-30,21420000.0,0.43,1.4228999999999998,0.7820999999999999,0.0155,0.075,0.84,-0.145,-999.0,1.2,-0.6659999999999999,-999.0,60.5,0.05,29560000.0
MZA,2020-07-30,4640000.0,0.8578,0.7089,0.8278,0.0195,0.0429,0.9,-0.04,-999.0,0.64,-999.0,-999.0,58.98,0.19,2390000.0
PFN,2020-07-30,72870000.0,-999.0,-0.4738,0.8975,0.0426,-0.046,0.97,0.158,-999.0,-0.49,-999.0,0.04,23.52,0.33,-38490000.0
MYN,2020-07-30,39590000.0,0.7909,0.7783,0.7968000000000001,0.018,0.0458999999999999,0.85,0.002,-999.0,0.66,-0.977,-999.0,62.36,0.08,13110000.0
MYF,2020-07-30,13710000.0,0.9465,0.7581,0.8244,0.0206,0.0496,0.95,-0.126,-999.0,0.72,-999.0,-999.0,59.51,0.06,11970000.0
MFT,2020-07-30,8480000.0,0.8625,0.7442,0.8495999999999999,0.0207,0.0503,0.97,-0.037,-999.0,0.72,-0.948,-999.0,68.64,0.03,2780000.0
JPS,2020-07-30,203790000.0,-999.0,-0.1409,0.8589,0.031,-0.0128,0.86,-0.159,-999.0,-0.12,-999.0,0.0,57.78,0.09,242790000.0
BNY,2020-07-30,12980000.0,1.0152,0.5852,0.8223,0.0192,0.0372,0.96,-0.024,-999.0,0.56,-999.0,-999.0,69.96,0.02,-999.0
JQC,2020-07-30,135610000.0,-999.0,-0.7714,0.831,0.0256,-0.0628,0.62,-0.262,-999.0,-0.48,-999.0,0.05,55.64,0.07,336720000.0
PHK,2020-07-30,132110000.0,-999.0,-0.8858,0.9351,0.0493,-0.1076,0.74,-0.049,-999.0,-999.0,-999.0,0.04,32.52,0.6,127860000.0
BBF,2020-07-30,10230000.0,0.9944,0.6573,0.8382999999999999,0.0206,0.0438,0.94,-0.109,-999.0,0.62,-999.0,-999.0,62.1,0.08,6360000.0
JRO,2020-07-30,40540000.0,-999.0,-1.0579,0.8443,0.0282,-0.0935,0.89,-0.272,-999.0,-0.95,-999.0,0.01,55.86,0.52,81540000.0
HPI,2020-07-30,26220000.0,-999.0,-0.7885,0.8697,0.0336,-0.0737,1.86,-0.044,-999.0,-1.47,-999.0,-999.0,48.79,30.3,93710000.0
PTY,2020-07-30,106200000.0,-999.0,-0.7031999999999999,0.9287,0.0426,-0.0688,1.44,0.075,-999.0,-1.06,-999.0,0.05,31.57,0.26,-203050000.0
MIY,2020-07-30,29510000.0,0.7714,0.805,0.8043,0.0189,0.0487999999999999,0.96,-0.0579999999999999,-999.0,0.77,-0.898,-999.0,58.21,0.31,41040000.0
PPT,2020-07-30,102520000.0,-999.0,-0.7873,0.8325,0.0158,-0.0444,0.29,-0.126,-999.0,-0.228,-999.0,0.0,5.28,0.29,-999.0
ATIF,2020-07-30,51360000.0,0.0,0.0,-16.1527,-0.2382999999999999,-0.7547,0.02,-0.825,-10110000.0,-0.374,-999.0,0.06,12.35,0.67,-5890000.0
MXE,2020-07-30,1790000.0,-999.0,0.4689,-0.1682999999999999,-0.0025,0.0112,0.49,-0.851,-999.0,0.23,-999.0,0.0,-999.0,0.92,-999.0
NAKD,2020-07-30,476000000.0,0.0,-0.5335,0.0,-0.1497,-38.1212,-999.0,-0.179,-999.0,-1.494,-999.0,-999.0,-999.0,0.8,-999.0
MUC,2020-07-30,41000000.0,0.5935,1.0359,0.8420000000000001,0.0182,0.0594,0.9,-0.038,-999.0,0.94,-0.8029999999999999,-999.0,63.09,0.03,33100000.0
NFJ,2020-07-30,94800000.0,-999.0,1.6698,0.6007,0.0085,0.039,0.32,-0.265,-999.0,0.54,-999.0,0.0,-999.0,2.03,-999.0
MUE,2020-07-30,22520000.0,0.693,0.909,0.8491,0.0204,0.0565,0.87,-0.016,-999.0,0.79,-0.815,-999.0,60.16,0.03,9230000.0
IHT,2020-07-30,9090000.0,-999.0,-0.3286,-0.3712,-0.0726,-0.4931,0.57,-0.4,-1140000.0,-0.188,-999.0,0.01,249.8,0.62,-1760000.0
BFZ,2020-07-30,31550000.0,0.4318999999999999,1.2854,0.8075,0.0157,0.0673,0.82,-0.1159999999999999,-999.0,1.05,-0.794,-999.0,62.88,0.03,32050000.0
JFR,2020-07-30,56920000.0,-999.0,-1.0424,0.8464,0.0282,-0.0922,0.9,-0.258,-999.0,-0.94,-999.0,0.03,55.95,0.39,123150000.0
FINS,2020-07-30,15230000.0,0.6862999999999999,1.6694,0.7612000000000001,-999.0,-999.0,-999.0,1.389,-999.0,-999.0,-999.0,0.02,37.62,0.06,-453630000.0
MUJ,2020-07-30,30090000.0,1.2368,0.5108,0.8599,0.0212,0.033,1.03,-0.02,-999.0,0.52,-999.0,-999.0,64.66,0.07,8029999.999999999
MPA,2020-07-30,13310000.0,0.965,0.6006,0.8012999999999999,0.0186,0.0368,0.99,-0.032,-999.0,0.59,-999.0,-999.0,63.91,0.06,5900000.0
CGNT,2020-07-30,65769999.99999999,0.0,0.0266,0.0564,-999.0,-999.0,6.77,-0.066,39940000.0,-999.0,-0.805,3.15,6.55,1.92,58170000.0
JPC,2020-07-30,103360000.0,-999.0,-0.6938,0.8584999999999999,0.0314,-0.0649,0.89,-0.187,-999.0,-0.62,-999.0,0.0,59.43,0.5,170470000.0
MCA,2020-07-30,34410000.0,0.6663,0.92,0.8068000000000001,0.0174,0.0538999999999999,0.93,-0.059,-999.0,0.86,-0.8759999999999999,-999.0,66.04,0.05,22210000.0
LEGOU,2020-08-05,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,0.05,-999.0
IGD,2020-08-30,96680000.0,-999.0,-1.8393,0.6912999999999999,0.013,-0.0565,0.19,-0.33,-999.0,-0.36,-999.0,0.02,-999.0,0.57,-999.0
OIA,2020-08-30,47550000.0,7.584,0.0868,0.8736,0.0262,0.0055,0.48,-0.043,-999.0,0.04,-999.0,-999.0,32.17,0.28,19700000.0
IGA,2020-08-30,18230000.0,-999.0,-2.0681,0.6879000000000001,0.0127,-0.063,0.32,-0.275,-999.0,-0.66,-999.0,0.04,-999.0,0.45,-999.0
NXJ,2020-08-30,41480000.0,3.7647,0.1736,0.8415,0.0206,0.0102,0.98,-0.013,-999.0,0.17,-999.0,0.2,51.48,0.05,24760000.0
TWN,2020-08-30,7470000.0,0.1531,20.7958,0.1199,0.0014,0.387,0.47,-0.28,-999.0,9.71,4.147,1.88,-999.0,17.63,-999.0
JOF,2020-08-30,28330000.0,0.3703,3.3229,0.456,0.0065,0.0757,0.22,-0.09,-999.0,0.73,-999.0,0.0,-999.0,1.48,-999.0
FT,2020-08-30,25130000.0,-999.0,-0.0978,0.8331999999999999,0.0291,-0.0072,0.62,0.002,-999.0,-0.06,-999.0,0.04,31.81,2.04,10240000.0
MHE,2020-08-30,2370000.0,12.3,0.0448,0.7931,0.0181,0.0027,0.85,-0.084,-999.0,0.04,-999.0,-999.0,65.82,0.3,1250000.0
VTIQW,2020-08-30,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0
NYV,2020-08-30,2350000.0,1.0779,0.6222,0.7777,0.0158,0.0207,0.53,-0.064,-999.0,0.33,-999.0,0.44,-999.0,1.26,-999.0
MHN,2020-08-30,31130000.0,3.3059,0.1845,0.8466,0.0192999999999999,0.0111,0.91,-0.002,-999.0,0.17,-999.0,-999.0,66.1,0.13,8730000.0
PCF,2020-08-30,5570000.0,14.7,0.1104,0.7154,0.0271,0.0067,0.55,0.265,-999.0,0.06,-999.0,-999.0,-999.0,0.71,-999.0
MTA,2020-08-30,39620000.0,-999.0,-2.0381,0.0,-0.0443,-0.1173,-999.0,1.822,-999.0,-999.0,-999.0,-999.0,5.94,9.21,-999.0
MVF,2020-08-30,64840000.0,2.2556,0.3044,0.8642,0.0213,0.0186,0.59,-0.083,-999.0,0.18,-999.0,-999.0,54.84,3.12,29110000.0
DMB,2020-08-30,18390000.0,2.4462,0.2773,0.8312999999999999,0.0220999999999999,0.0139999999999999,0.94,-0.012,-999.0,0.26,-999.0,0.06,17.76,2.2,13820000.0
BSE,2020-08-30,6520000.0,3.7,0.1618,0.8040999999999999,0.018,0.0096,0.9,0.008,-999.0,0.15,-999.0,-999.0,67.6,0.07,-999.0
NAC,2020-08-30,144740000.0,1.6421,0.3851,0.8117,0.0196,0.0233,0.98,-0.062,-999.0,0.38,-999.0,-999.0,56.08,0.98,-999.0
NUO,2020-08-30,18320000.0,1.0776,0.8197,0.7706999999999999,0.0154,0.0403,0.86,0.006,-999.0,0.71,-0.975,0.05,52.08,4.91,9540000.0
EMF,2020-08-30,16170000.000000002,0.2316,6.56,0.4224,0.0058,0.1519,0.4,-0.319,-999.0,2.59,-999.0,0.02,5.25,0.11,-999.0
NQP,2020-08-30,37380000.0,2.2071,0.2522,0.8387,0.0197,0.0151,0.95,-0.044,-999.0,0.24,-999.0,0.27,60.92,0.06,20130000.0
VTIQU,2020-08-30,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0
BZM,2020-08-30,2080000.0,47.98,-0.0077,0.7079000000000001,0.0161,-0.0005,0.9,-0.0409999999999999,-999.0,-0.01,-999.0,-999.0,60.21,0.16,-999.0
VLT,2020-08-30,6490000.0,8.8985,0.0751,0.8643000000000001,0.0327999999999999,0.0062,1.4,-0.187,-999.0,0.1,-0.865,0.0,32.68,0.08,46400000.0
VKQ,2020-08-30,55320000.0,1.956,0.3352,0.8551000000000001,0.0213,0.0218,0.88,-0.0289999999999999,-999.0,0.29,-999.0,-999.0,64.73,3.47,13970000.0
VKI,2020-08-30,44390000.0,1.9667,0.3275,0.8545999999999999,0.0214,0.0218,0.81,-0.03,-999.0,0.26,-999.0,-999.0,67.94,5.03,12050000.0
NCA,2020-08-30,28090000.0,1.131,0.7328,0.8586,0.0192,0.0263,0.39,-0.045,-999.0,0.28,-999.0,0.06,-999.0,6.77,-999.0
NCV,2020-08-30,90370000.0,1.14,0.9324,0.8631,0.0302999999999999,0.0547,0.53,-0.2339999999999999,-999.0,0.4,-0.001,0.0,3.55,1.72,-999.0
NCZ,2020-08-30,76120000.0,1.2102,0.9305,0.8601000000000001,0.0302,0.0528,0.48,-0.231,-999.0,0.341,-0.019,0.0,-999.0,1.63,-999.0
NNY,2020-08-30,15240000.0,3.4,0.2825,0.8540000000000001,0.0197,0.0106,0.38,-0.128,-999.0,0.11,-999.0,0.1,-999.0,1.39,-999.0
VGM,2020-08-30,54230000.0,1.9038,0.3414999999999999,0.8536,0.0212,0.0226,0.92,-0.016,-999.0,0.31,-999.0,-999.0,67.96,3.97,9430000.0
IIM,2020-08-30,47060000.0,1.6859,0.3958,0.8556,0.0213,0.0250999999999999,1.05,-0.018,-999.0,0.42,-999.0,-999.0,60.55,5.98,21900000.0
BFY,2020-08-30,5000000.0,6.9167,0.086,0.8212999999999999,0.0195,0.0056,1.02,-0.012,-999.0,0.09,-999.0,-999.0,73.94,0.12,-1630000.0
ERH,2020-08-30,9280000.0,1.0004,0.0237999999999999,0.7944,0.0181,0.0011,0.56,-0.612,-999.0,0.01,-0.961,0.01,19.77,0.06,7410000.0
BHV,2020-08-30,1610000.0,1.8828,0.2984,0.7304999999999999,0.0168,0.0184,0.95,-0.118,-999.0,0.28,-999.0,-999.0,66.51,0.09,1310000.0
VCV,2020-08-30,47870000.0,1.1667,0.5486,0.8504999999999999,0.0204,0.0332,0.82,-0.061,-999.0,0.45,-999.0,0.05,58.35,2.99,11110000.0
VBF,2020-08-30,11390000.0,0.5146000000000001,1.7643,0.8747,0.022,0.0718,0.86,-0.057,-999.0,1.51,-0.715,0.0,0.03,1.35,-999.0
TRIT,2020-08-30,83200000.0,-999.0,0.8037000000000001,0.898,0.8452,1.9185,5.07,-999.0,15180000.0,-999.0,-999.0,1.18,-999.0,6.6,-999.0
BLE,2020-08-30,23560000.0,2.1333,0.3287,0.8633,0.0227,0.0224,1.02,-0.065,-999.0,0.34,-999.0,-999.0,64.69,0.08,1320000.0
NKX,2020-08-30,47520000.0,1.0678,0.5972,0.7744,0.0178,0.0348,0.97,-0.061,-999.0,0.58,-999.0,-999.0,58.23,0.67,22220000.0
NRK,2020-08-30,87240000.0,2.9052999999999995,0.218,0.7652,0.0176,0.0129,0.88,-0.071,-999.0,0.19,-999.0,0.02,59.85,0.77,52470000.0
MFL,2020-08-30,37900000.0,1.5167,0.4012,0.8445999999999999,0.0186,0.0236,0.87,-0.083,-999.0,0.35,-999.0,-999.0,65.52,0.1,23950000.0
VMO,2020-08-30,67410000.0,1.9058,0.3345,0.8568000000000001,0.0215,0.0224,0.9,-0.023,-999.0,0.3,-999.0,-999.0,68.6,2.74,10890000.0
IQI,2020-08-30,52880000.0,1.6886,0.4089,0.8578,0.0215,0.0260999999999999,0.87,-0.034,-999.0,0.36,-999.0,-999.0,61.32,2.8,-999.0
VVR,2020-08-30,153030000.0,-999.0,-0.5675,0.8018000000000001,0.0256,-0.0453,0.39,-0.3279999999999999,-999.0,-0.223,-999.0,0.06,44.82,0.8,239030000.0
VTIQ,2020-08-30,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0
VMAR,2020-08-30,8010000.0,0.0,-0.9414,0.0,-0.4859,-6.8996,-999.0,0.24,-999.0,-999.0,-999.0,-999.0,271.9,1.28,-999.0
VTN,2020-08-30,19480000.0,-999.0,-0.0596999999999999,0.8402,0.0197,-0.0037,0.89,-0.071,-999.0,-0.05,-999.0,-999.0,63.6,3.08,16510000.000000002
VTA,2020-08-30,62980000.0,-999.0,-0.6022,0.787,0.0256,-0.0530999999999999,1.13,-0.308,-999.0,-0.68,-999.0,0.42,47.32,0.27,313530000.0
NAZ,2020-08-30,11570000.0,1.2867,0.4734,0.8228,0.0194,0.0279999999999999,0.9,-0.017,-999.0,0.42,-999.0,0.01,56.01,0.24,5700000.0
NAN,2020-08-30,30850000.0,3.9733,0.1629,0.8109000000000001,0.0195,0.0098,0.94,-0.046,-999.0,0.15,-999.0,-999.0,55.38,0.46,27440000.0
BYM,2020-08-30,26410000.0,1.3395,0.4381,0.8454999999999999,0.0200999999999999,0.0272,0.97,-0.024,-999.0,0.43,-999.0,-999.0,62.89,0.05,12010000.0
IHIT,2020-08-30,24060000.0,-999.0,-2.241,0.8686,0.0329,-0.1839,0.77,-0.109,-999.0,-1.73,-999.0,0.04,40.33,11.52,17880000.0
VPV,2020-08-30,23830000.0,1.7667,0.3584,0.8504999999999999,0.021,0.0233999999999999,0.92,-0.0819999999999999,-999.0,0.33,-999.0,-999.0,61.46,0.94,45930000.0
TACO,2020-09-07,37320000.0,0.0,-0.4294,0.0506,0.0182,-0.6793,13.26,0.005,49580000.0,-5.7,-999.0,0.14,190.94,0.19,49800000.0
LJAQW,2020-09-10,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.01,-999.0,-999.0,-999.0
LJAQ,2020-09-10,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.01,-999.0,-999.0,-999.0
LJAQU,2020-09-10,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.01,-999.0,-999.0,-999.0
CND,2020-09-15,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0
SNRH,2020-09-21,41400000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0
SNRHU,2020-09-21,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0
SNRHW,2020-09-21,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0
LOCO,2020-09-22,36450000.0,0.0,0.0532,0.0953999999999999,0.0401,0.0881,12.14,-0.01,57660000.0,0.64,0.55,0.81,106.69,0.64,37760000.0
NCMI,2020-09-23,79580000.0,-999.0,-0.05,0.1555,0.0197999999999999,-999.0,2.85,-0.946,38900000.0,-0.15,-999.0,2.75,-999.0,4.63,115900000.0
HAACU,2020-09-23,-999.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.45,-999.0,1.79,-4670000.0
HAAC,2020-09-23,52500000.0,-999.0,0.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.45,-999.0,1.79,-4670000.0
MIDD,2020-09-25,55610000.0,0.0,0.1027999999999999,0.159,0.0513999999999999,0.1361,46.55,-0.124,516630000.0,4.79,-0.262,3.96,94.19,2.08,463860000.0
FRGAP,2020-09-25,-999.0,-999.0,-0.0525,-0.0393,-999.0,-999.0,57.78,28.122,19170000.0,-999.0,-999.0,4.49,287.13,1.13,113220000.0
WMK,2020-09-25,26900000.0,0.2818,0.0297,0.0397,0.0584,0.1085,148.31,0.144,256370000.0,4.4,1.188,8.17,18.54,1.95,227120000.0
PRTS,2020-09-25,47930000.0,0.0,-0.0596999999999999,0.0037,0.0059,-0.3842,9.87,0.695,8490000.0,-0.6,-999.0,1.23,35.05,1.9,4160000.0
KOPN,2020-09-25,85050000.0,0.0,-0.3711,-0.2662,-0.1306,-0.4425,0.42,0.5489999999999999,-8630000.0,-0.16,-999.0,0.19,8.83,2.5,-10490000.0
SUMR,2020-09-25,2130000.0,0.0,0.0087,0.0415,0.0484,0.1955,76.63,-0.02,10200000.0,0.66,-999.0,0.41,463.31,1.44,15560000.0
STAF,2020-09-25,39170000.0,-999.0,-0.0742999999999999,-0.0247,-0.0363,-999.0,24.4,-0.2769999999999999,-2250000.0,-2.2,-999.0,0.76,-999.0,0.68,-14760000.0
ENG,2020-09-25,27550000.0,0.0,0.0115,0.0144999999999999,0.0227999999999999,0.0581,2.53,0.126,1450000.0,0.029,-999.0,0.46,62.81,2.11,-999.0
BGI,2020-09-25,10250000.0,0.0,-0.0781,0.0,-0.0262,-1.7196,-999.0,-0.332,-999.0,-0.988,-999.0,-999.0,25119.19,1.0,-999.0
RCMT,2020-09-25,11950000.0,0.0,-0.0391,-0.04,-0.0511,-0.2257999999999999,12.59,-0.216,-4880000.0,-0.502,-999.0,0.07,78.68,1.81,22830000.0
JAN,2020-09-25,2400000.0,0.0,-0.336,-0.3068,-0.2328,-1.1049,19.21,0.253,-6950000.0,-3.95,-999.0,0.35,131.53,0.41,-999.0
